timestamp;user_id;ticker;amount;best_model;metric_name;metric_value;est_profit
2025-11-08T17:06:10.928330;878963610;GOOGL;1000.0;Ridge(lag=30);RMSE;4.471014;2.49
2025-11-08T17:08:22.432011;878963610;META;1000.0;SARIMAX;RMSE;18.965232;0.00
2025-11-08T17:54:27.815903;878963610;AAPL;1000.0;SARIMAX;RMSE;7.551267;0.00
2025-11-08T18:08:46.678717;878963610;AAPL;1000.0;Ridge(lag=20);RMSE;7.682437;0.00
2025-11-08T18:25:16.333029;878963610;AAPL;1000.0;Ridge(lag=20);RMSE;7.682437;0.00
2025-11-08T18:55:03.765072;878963610;AAPL;1000.0;Ridge(lag=20);RMSE;7.682437;0.00
2025-11-08T19:28:01.579482;878963610;AAPL;1000.0;Ridge(lag=20);RMSE;8.096102;0.00
2025-11-08T19:44:46.458559;878963610;AAPL;1000.0;Ridge(lag=20);RMSE;8.096102;0.00
2025-11-08T20:09:00.858028;878963610;MSFT;1000.0;RandomForest(lag=20);RMSE;11.679180;53.49
2025-11-08T20:15:37.098439;878963610;META;1000.0;LSTM(window=120);RMSE;47.106231;0.00
2025-11-08T20:21:35.951853;878963610;GOOGL;1000.0;SARIMAX;RMSE;10.153959;0.00
2025-11-08T20:32:45.161518;878963610;AAPL;1000.0;LSTM(window=120);RMSE;7.377395;0.00
2025-11-08T20:50:48.149374;878963610;MSFT;1000.0;RandomForest(lag=20);RMSE;11.679180;53.49
2025-11-08T20:58:10.982218;878963610;META;1000.0;LSTM(window=120);RMSE;45.669053;36.06
2025-11-08T21:05:25.219219;878963610;GOOGL;1000.0;SARIMAX;RMSE;9.934307;0.00
2025-11-10T08:16:38.349856;878963610;AAPL;1000.0;LSTM(window=90);RMSE;7.348430;0.00
2025-11-10T09:05:39.337060;878963610;MSFT;1000.0;RandomForest(lag=20);RMSE;11.418555;8.57
2025-11-10T09:15:38.259280;878963610;META;1000.0;LSTM(window=90);RMSE;45.343603;81.99
2025-11-10T09:20:56.920601;878963610;GOOGL;1000.0;SARIMAX;RMSE;9.943061;0.00
2025-11-10T09:26:12.079286;878963610;AMZN;1000.0;RandomForest(lag=30);RMSE;10.110105;5.07
2025-11-10T09:31:33.137778;878963610;TSLA;1000.0;RandomForest(lag=90);RMSE;13.252281;24.67
2025-11-10T09:36:53.891685;878963610;TSLA;1000.0;RandomForest(lag=90);RMSE;13.259317;24.68
2025-11-10T09:42:07.489438;878963610;GOOGL;1000.0;SARIMAX;RMSE;9.943061;0.00
2025-11-10T09:47:25.360768;878963610;AMZN;1000.0;RandomForest(lag=30);RMSE;10.112004;0.00
2025-11-10T09:52:51.396478;878963610;META;1000.0;LSTM(window=120);RMSE;44.708955;84.02
2025-11-10T09:58:15.215494;878963610;AAPL;1000.0;LSTM(window=90);RMSE;7.303681;0.00
2025-11-10T10:04:46.769810;878963610;AAPL;1000.0;LSTM(window=120);RMSE;7.363418;0.00
